"Event","Rank","Time","Wind","Name","Nationality","Birthday","Result","City","Date","lon","lat","Altitude","Age"
"100m","845",9.99,0.5,"Abdul Aziz Zakari","GHA",1976-09-02,"1","Rieti",2005-08-28,12.8567281,42.404509,FALSE,29.01
"100m","845",9.99,1.3,"Francis Obikwelu","POR",1978-11-22,"1","Göteborg",2006-08-08,11.97456,57.70887,FALSE,27.73
"100m","845",9.99,1,"Marcus Brunson","USA",1978-04-24,"4rA","Zürich",2006-08-18,8.541694,47.3768866,FALSE,28.34
"100m","845",9.99,0.3,"Asafa Powell","JAM",1982-11-23,"1","Bruxelles",2006-08-25,4.3517103,50.8503396,FALSE,23.77
"100m","845",9.99,0.9,"Samuel Francis","QAT",1987-03-27,"1","Amman",2007-07-26,35.910635,31.9539494,FALSE,20.35
"100m","845",9.99,1.6,"Mark Jelks","USA",1984-04-10,"3q2","Eugene",2008-06-28,-123.0867536,44.0520691,FALSE,24.23
"100m","845",9.99,-0.1,"Churandy Martina","AHO",1984-07-03,"1q1","Beijing",2008-08-15,116.4073963,39.9041999,FALSE,24.13
"100m","845",9.99,0,"Richard Thompson","TTO",1985-06-07,"1q2","Beijing",2008-08-15,116.4073963,39.9041999,FALSE,23.21
"100m","845",9.99,-0.5,"Walter Dix","USA",1986-01-31,"2rA","Zürich",2008-08-29,8.541694,47.3768866,FALSE,22.59
"100m","845",9.99,-0.3,"Daniel Bailey","ANT",1986-09-09,"1r1","Belém",2009-05-24,-48.4901799,-1.4557549,FALSE,22.72
"100m","845",9.99,0.4,"Lerone Clarke","JAM",1981-10-02,"1rB","Zürich",2009-08-28,8.541694,47.3768866,FALSE,27.92
"100m","845",9.99,-1.5,"Asafa Powell","JAM",1982-11-23,"1","Rieti",2009-09-06,12.8567281,42.404509,FALSE,26.81
"100m","845",9.99,1.1,"Dwain Chambers","GBR",1978-04-05,"1rA","Bergen",2010-06-19,5.3220544,60.3912628,FALSE,32.23
"100m","845",9.99,1.1,"Mario Forsythe","JAM",1985-10-30,"3h2","Rieti",2010-08-29,12.8567281,42.404509,FALSE,24.85
"100m","845",9.99,2,"Travis Padgett","USA",1986-12-13,"2","Clermont",2011-05-21,-81.7728543,28.5494447,FALSE,24.45
"100m","845",9.99,1.3,"Mike Rodgers","USA",1985-04-24,"3","Eugene",2011-06-24,-123.0867536,44.0520691,FALSE,26.18
"100m","845",9.99,1,"Nesta Carter","JAM",1985-11-10,"4rA","Lausanne",2011-06-30,6.6322734,46.5196535,FALSE,25.65
"100m","845",9.99,1,"Jaysuma Saidy Ndure","NOR",1984-01-01,"5rA","Lausanne",2011-06-30,6.6322734,46.5196535,FALSE,27.51
"100m","845",9.99,0.4,"Lerone Clarke","JAM",1981-10-02,"3","Ad-Dawhah",2012-05-11,51.5310398,25.2854473,FALSE,30.63
"100m","845",9.99,0.7,"Mike Rodgers","USA",1985-04-24,"3rA","New York City",2012-06-09,-74.0059728,40.7127753,FALSE,27.15
"100m","845",9.99,0,"Tyson Gay","USA",1982-08-09,"1","Saint-Denis",2012-07-06,2.357443,48.936181,FALSE,29.93
"100m","845",9.99,1.2,"Mike Rodgers","USA",1985-04-24,"2rA","Ad-Dawhah",2013-05-10,51.5310398,25.2854473,FALSE,28.06
"100m","845",9.99,1.2,"Nesta Carter","JAM",1985-11-10,"3rA","Ad-Dawhah",2013-05-10,51.5310398,25.2854473,FALSE,27.52
"100m","845",9.99,0.3,"Isiah Young","USA",1990-01-05,"1h3","Greensboro",2013-05-23,-79.7919754,36.0726354,FALSE,23.39
"100m","845",9.99,-1.2,"Nickel Ashmeade","JAM",1990-04-07,"3","Kingston",2013-06-21,-117.9269481,33.7085616,FALSE,23.22
"100m","845",9.99,0.8,"Nesta Carter","JAM",1985-11-10,"1","Birmingham",2013-06-30,-86.8103567,33.5185892,FALSE,27.65
"100m","845",9.99,0.2,"Kim Collins","SKN",1976-04-05,"1","Budapest",2013-07-10,19.040235,47.497912,FALSE,37.29
"100m","845",9.99,-0.4,"Jimmy Vicaut","FRA",1992-02-27,"3","Monaco",2013-07-19,7.4246158,43.7384176,FALSE,21.41
"100m","845",9.99,0.2,"Nesta Carter","JAM",1985-11-10,"3rA","London",2013-07-26,-0.1277583,51.5073509,FALSE,27.73
"100m","845",9.99,-0.3,"Justin Gatlin","USA",1982-02-10,"1h3","Moskva",2013-08-10,37.6172999,55.755826,FALSE,31.52
"100m","845",9.99,0.1,"Kemar Bailey-Cole","JAM",1992-01-10,"2rA","Zagreb",2013-09-03,15.9819189,45.8150108,FALSE,21.66
"100m","845",9.99,0.7,"Walter Dix","USA",1986-01-31,"1","Rieti",2013-09-08,12.8567281,42.404509,FALSE,27.62
"100m","845",9.99,1.6,"Bryce Robinson","USA",1993-11-13,"1","Storrs",2015-05-17,-72.2495231,41.8084314,FALSE,21.52
"100m","845",9.99,0.2,"Mike Rodgers","USA",1985-04-24,"2","Beijing",2015-05-20,116.4073963,39.9041999,FALSE,30.09
"100m","845",9.99,1.5,"Su Bingtian","CHN",1989-08-29,"3","Eugene",2015-05-30,-123.0867536,44.0520691,FALSE,25.77
"100m","845",9.99,1.5,"Kim Collins","SKN",1976-04-05,"4","Eugene",2015-05-30,-123.0867536,44.0520691,FALSE,39.18
"100m","845",9.99,1.7,"Beejay Lee","USA",1993-03-05,"3h2","Eugene",2015-06-25,-123.0867536,44.0520691,FALSE,22.32
"100m","845",9.99,-0.2,"Akani Simbine","RSA",1993-09-21,"1rA","Velenje",2015-07-01,15.1106582,46.3622743,FALSE,21.79
"100m","845",9.99,1.3,"Mike Rodgers","USA",1985-04-24,"3","Saint-Denis",2015-07-04,2.357443,48.936181,FALSE,30.21
"100m","845",9.99,-0.3,"Femi Ogunode","QAT",1991-01-31,"1h3","Beijing",2015-08-22,116.4073963,39.9041999,FALSE,24.57
"100m","845",9.99,0.3,"Andre De Grasse","CAN",1994-11-10,"2h5","Beijing",2015-08-22,116.4073963,39.9041999,FALSE,20.79
"100m","845",9.99,-0.4,"Trayvon Bromell","USA",1995-07-10,"3s1","Beijing",2015-08-23,116.4073963,39.9041999,FALSE,20.13
"100m","845",9.99,-0.4,"Jimmy Vicaut","FRA",1992-02-27,"3s3","Beijing",2015-08-23,116.4073963,39.9041999,FALSE,23.5
"100m","845",9.99,-0.4,"Su Bingtian","CHN",1989-08-29,"4s1","Beijing",2015-08-23,116.4073963,39.9041999,FALSE,26
"100m","845",9.99,-0.4,"Jimmy Vicaut","FRA",1992-02-27,"3","Bruxelles",2015-09-11,4.3517103,50.8503396,FALSE,23.55
"100m","845",9.99,2,"Omar McLeod","JAM",1994-04-25,"1r3","Fayetteville",2016-04-23,-78.8783585,35.0526641,FALSE,22.01
"100m","845",9.99,1,"Jimmy Vicaut","FRA",1992-02-27,"3rA","Roma",2016-06-02,-95.9036356,36.0766378,FALSE,24.28
"100m","845",9.99,1.1,"Ben Youssef Meité","CIV",1986-11-11,"1","Praha",2016-06-06,14.4378005,50.0755381,FALSE,29.59
"100m","845",9.99,1.7,"Rondel Sorrillo","TTO",1986-01-21,"2r2","Port of Spain",2016-06-25,-61.5142371,10.6495918,FALSE,30.45
"100m","845",9.99,-0.1,"Andre De Grasse","CAN",1994-11-10,"1","Edmonton",2016-07-09,-113.4909267,53.544389,FALSE,21.68
"100m","845",9.99,0.4,"Akani Simbine","RSA",1993-09-21,"2","Zürich",2016-09-01,8.541694,47.3768866,FALSE,22.96
"100m","845",9.99,0.4,"Ben Youssef Meité","CIV",1986-11-11,"3","Zürich",2016-09-01,8.541694,47.3768866,FALSE,29.83
"100m","845",9.99,0.1,"Ronnie Baker","USA",1993-10-15,"1r1","Torrance",2017-04-15,-118.3406288,33.8358492,FALSE,23.52
"100m","845",9.99,-1.2,"Akani Simbine","RSA",1993-09-21,"1","Ad-Dawhah",2017-05-05,51.5310398,25.2854473,FALSE,23.64
"100m","845",9.99,0.6,"Nethaneel Mitchell-Blake","GBR",1994-04-02,"2","Columbia",2017-05-13,-95.712891,37.09024,FALSE,23.13
"100m","845",9.99,0.8,"Julian Forte","JAM",1993-07-01,"1s2","Kingston",2017-06-23,-117.9269481,33.7085616,FALSE,23.99
"100m","845",9.99,-0.1,"Ben Youssef Meité","CIV",1986-11-11,"1","Paris",2017-07-01,2.3522219,48.856614,FALSE,30.66
"100m","845",9.99,0.9,"Akani Simbine","RSA",1993-09-21,"2","Székesfehérvár",2017-07-04,18.4221358,47.1860262,FALSE,23.8
"100m","845",9.99,0.2,"Akani Simbine","RSA",1993-09-21,"3","Lausanne",2017-07-06,6.6322734,46.5196535,FALSE,23.81
"100m","845",9.99,0,"Julian Forte","JAM",1993-07-01,"1h3","London",2017-08-04,-0.1277583,51.5073509,FALSE,24.11
"100m","845",9.99,-0.8,"Yohan Blake","JAM",1989-12-26,"4","London",2017-08-05,-0.1277583,51.5073509,FALSE,27.63
"100m","845",9.99,1.1,"Kendal Williams","USA",1995-09-23,"1","Knoxville",2018-05-13,-83.9207392,35.9606384,FALSE,22.65
"100m","845",9.99,0.2,"Filippo Tortu","ITA",1998-06-15,"2","Madrid",2018-06-22,-3.7037902,40.4167754,FALSE,20.03
"100m","845",9.99,0.4,"Jak Ali Harvey","TUR",1989-04-05,"2rA","Bellinzona",2018-07-18,9.0244124,46.1946216,FALSE,29.3
"100m","845",9.99,0.8,"Yohan Blake","JAM",1989-12-26,"2hA","London",2018-07-21,-0.1277583,51.5073509,FALSE,28.59
"100m","845",9.99,-0.5,"Yohan Blake","JAM",1989-12-26,"4","Birmingham",2018-08-18,-86.8103567,33.5185892,FALSE,28.66
"100m","845",9.99,-0.3,"Reece Prescod","GBR",1996-02-29,"4","Bruxelles",2018-08-31,4.3517103,50.8503396,FALSE,22.52
"100m","845",9.99,1.8,"Abdul Hakim Sani Brown","JPN",1999-03-06,"1","Fayetteville",2019-05-11,-78.8783585,35.0526641,FALSE,20.19
"100m","845",9.99,0.3,"Divine Oduduru","NGR",1996-05-14,"1","Norman",2019-05-12,-97.4394777,35.2225668,FALSE,23.01
"100m","845",9.99,1.8,"Isiah Young","USA",1990-01-05,"1r1","Monteverde",2019-07-06,-87.6529833,41.8818595,FALSE,29.52
"100m","845",9.99,0.5,"Andre De Grasse","CAN",1994-11-10,"5","London",2019-07-20,-0.1277583,51.5073509,FALSE,24.71
"100m","970",10,0,"Carl Lewis","USA",1961-07-01,"1r3","Dallas",1981-05-16,-96.7969879,32.7766642,FALSE,19.89
"100m","970",10,1.9,"Carl Lewis","USA",1961-07-01,"1r1","Modesto",1982-05-15,-120.9968782,37.6390972,FALSE,20.88
"100m","970",10,2,"Marian Woronin","POL",1956-08-13,"1","Warszawa",1984-06-09,21.0122287,52.2296756,FALSE,27.84
"100m","970",10,1,"Chidi Imoh","NGR",1963-08-27,"1","Berlin",1986-08-15,13.404954,52.5200066,FALSE,22.98
"100m","970",10,0.5,"Leroy Burrell","USA",1967-02-21,"1","Bruxelles",1990-08-10,4.3517103,50.8503396,FALSE,23.48
"100m","970",10,1.9,"Dennis Mitchell","USA",1966-02-20,"3","New York City",1991-06-14,-74.0059728,40.7127753,FALSE,25.33
"100m","970",10,-1.3,"Linford Christie","GBR",1960-04-02,"2s1","Barcelona",1992-08-01,-77.0323459,38.9120933,FALSE,32.35
"100m","970",10,0.1,"Linford Christie","GBR",1960-04-02,"1q3","Stuttgart",1993-08-14,9.1829321,48.7758459,FALSE,33.39
"100m","970",10,1,"Michael Marsh","USA",1967-08-04,"1","Walnut",1994-04-17,-95.0780294,37.6014373,FALSE,26.72
"100m","970",10,1,"Dennis Mitchell","USA",1966-02-20,"1r2","Berlin",1994-08-30,13.404954,52.5200066,FALSE,28.54
"100m","970",10,0.6,"Linford Christie","GBR",1960-04-02,"1","Tokyo",1995-09-15,-94.7054123,37.4327307,FALSE,35.48
"100m","970",10,1.6,"Vincent Henderson","USA",1972-10-20,"1","Fayetteville",1996-04-13,-78.8783585,35.0526641,FALSE,23.5
"100m","970",10,0.6,"Jon Drummond","USA",1968-09-09,"1q1","Atlanta",1996-06-14,-84.3879824,33.7489954,FALSE,27.78
"100m","970",10,-0.1,"Michael Marsh","USA",1967-08-04,"2s2","Atlanta",1996-06-15,-84.3879824,33.7489954,FALSE,28.88
"100m","970",10,1.1,"Michael Marsh","USA",1967-08-04,"2","Atlanta",1996-06-15,-84.3879824,33.7489954,FALSE,28.88
"100m","970",10,-0.4,"Jon Drummond","USA",1968-09-09,"4r1","Lausanne",1996-07-03,6.6322734,46.5196535,FALSE,27.83
"100m","970",10,-0.5,"Donovan Bailey","CAN",1967-12-16,"2s1","Atlanta",1996-07-27,-84.3879824,33.7489954,FALSE,28.63
"100m","970",10,-0.6,"Dennis Mitchell","USA",1966-02-20,"2s2","Atlanta",1996-07-27,-84.3879824,33.7489954,FALSE,30.45
"100m","970",10,0.7,"Michael Marsh","USA",1967-08-04,"5","Atlanta",1996-07-27,-84.3879824,33.7489954,FALSE,29
"100m","970",10,0.9,"Brian Lewis","USA",1974-12-05,"1h2","Indianapolis",1997-06-12,-86.158068,39.768403,FALSE,22.53
"100m","970",10,-0.8,"Ato Boldon","TTO",1973-12-30,"1s1","Athínai",1997-08-03,23.7275388,37.9838096,FALSE,23.61
"100m","970",10,-0.3,"Ato Boldon","TTO",1973-12-30,"1","Port of Spain",1998-05-08,-61.5142371,10.6495918,FALSE,24.37
"100m","970",10,1.6,"Tim Montgomery","USA",1975-01-28,"1h3","New Orleans",1998-06-19,-90.0715323,29.9510658,FALSE,23.41
"100m","970",10,0.7,"Frank Fredericks","NAM",1967-10-02,"1","Nice",1998-07-16,7.2619532,43.7101728,FALSE,30.81
"100m","970",10,-1,"Ato Boldon","TTO",1973-12-30,"2","Uniondale",1998-07-21,-73.5929056,40.7003793,FALSE,24.57
"100m","970",10,-0.3,"Jon Drummond","USA",1968-09-09,"2rA","Lausanne",1998-08-25,6.6322734,46.5196535,FALSE,29.98
"100m","970",10,-0.3,"Obadele Thompson","BAR",1976-03-30,"3rA","Lausanne",1998-08-25,6.6322734,46.5196535,FALSE,22.42
"100m","970",10,-0.1,"Obadele Thompson","BAR",1976-03-30,"3","Kuala Lumpur",1998-09-17,101.686855,3.139003,FALSE,22.48
"100m","970",10,1.9,"Koji Ito","JPN",1970-01-29,"1s2","Bangkok",1998-12-13,100.5017651,13.7563309,FALSE,28.89
"100m","970",10,1.1,"Eric Nkansah","GHA",1974-12-12,"3","Nürnberg",1999-06-13,11.0766654,49.4521018,FALSE,24.52
"100m","970",10,0.4,"Frank Fredericks","NAM",1967-10-02,"4","Lausanne",1999-07-02,6.6322734,46.5196535,FALSE,31.77
"100m","970",10,1,"Eric Nkansah","GHA",1974-12-12,"2","Luzern",1999-07-05,8.3093072,47.0501682,FALSE,24.58
"100m","970",10,0.2,"Obadele Thompson","BAR",1976-03-30,"4","Sevilla",1999-08-22,-5.9844589,37.3890924,FALSE,23.41
"100m","970",10,1.9,"Coby Miller","USA",1976-10-19,"1","Eugene",2000-06-24,-123.0867536,44.0520691,FALSE,23.7
"100m","970",10,0.7,"Francis Obikwelu","NGR",1978-11-22,"2rA","Roma",2000-06-30,-95.9036356,36.0766378,FALSE,21.62
"100m","970",10,0.7,"Ato Boldon","TTO",1973-12-30,"3rA","Roma",2000-06-30,-95.9036356,36.0766378,FALSE,26.52
"100m","970",10,0.2,"Ato Boldon","TTO",1973-12-30,"1rA","Oslo",2000-07-28,10.7522454,59.9138688,FALSE,26.59
"100m","970",10,-1,"Ato Boldon","TTO",1973-12-30,"3","Zürich",2000-08-11,8.541694,47.3768866,FALSE,26.63
"100m","970",10,1.1,"Dwain Chambers","GBR",1978-04-05,"3rA","Lausanne",2001-07-04,6.6322734,46.5196535,FALSE,23.26
"100m","970",10,0.9,"Bernard Williams","USA",1978-01-19,"2rA","Roma",2002-07-12,-95.9036356,36.0766378,FALSE,24.49
"100m","970",10,-1.3,"Coby Miller","USA",1976-10-19,"1","Zürich",2002-08-16,8.541694,47.3768866,FALSE,25.84
"100m","970",10,1.3,"Frank Fredericks","NAM",1967-10-02,"1","Durban",2003-04-11,31.0218404,-29.8586804,FALSE,35.55
"100m","970",10,0.5,"Kim Collins","SKN",1976-04-05,"1","Eugene",2003-05-24,-123.0867536,44.0520691,FALSE,27.15
"100m","970",10,0,"Deji Aliu","NGR",1975-11-22,"1","Tríkala",2003-06-24,21.7678951,39.5557317,FALSE,27.61
"100m","970",10,1.5,"Darvis Patton","USA",1977-12-04,"2rB","Zürich",2003-08-15,8.541694,47.3768866,FALSE,25.71
"100m","970",10,0.4,"Asafa Powell","JAM",1982-11-23,"1rA","Lausanne",2004-07-06,6.6322734,46.5196535,FALSE,21.63
"100m","970",10,-0.7,"Shawn Crawford","USA",1978-01-14,"1q3","Sacramento",2004-07-10,-121.4943996,38.5815719,FALSE,26.5
"100m","970",10,1.1,"Abdul Aziz Zakari","GHA",1976-09-02,"1rA","Stockholm",2004-07-27,18.0685808,59.3293235,FALSE,27.92
"100m","970",10,0.6,"Kim Collins","SKN",1976-04-05,"6","Athínai",2004-08-22,23.7275388,37.9838096,FALSE,28.4
"100m","970",10,1,"Justin Gatlin","USA",1982-02-10,"2s1","Carson",2005-06-25,-118.281693,33.8316745,FALSE,23.39
"100m","970",10,1,"Kim Collins","SKN",1976-04-05,"3","London",2005-07-22,-0.1277583,51.5073509,FALSE,29.32
"100m","970",10,-1,"Abdul Aziz Zakari","GHA",1976-09-02,"2s2","Helsinki",2005-08-07,24.9383791,60.1698557,FALSE,28.95
"100m","970",10,0.5,"Dwight Thomas","JAM",1980-09-23,"1","Linz",2005-08-23,14.28583,48.30694,FALSE,24.93
"100m","970",10,-0.6,"Marc Burns","TTO",1983-01-07,"1","Monaco",2005-09-10,7.4246158,43.7384176,FALSE,22.69
"100m","970",10,1,"Travis Padgett","USA",1986-12-13,"1","Greensboro",2006-05-27,-79.7919754,36.0726354,FALSE,19.47
"100m","970",10,-0.1,"Derrick Atkins","BAH",1984-01-05,"1","Saint-Denis",2007-07-06,2.357443,48.936181,FALSE,23.52
"100m","970",10,0.1,"Tyson Gay","USA",1982-08-09,"1s2","Osaka",2007-08-26,135.5022535,34.6937249,FALSE,25.06
"100m","970",10,1,"Richard Thompson","TTO",1985-06-07,"1r2","Austin",2008-04-05,-97.7430608,30.267153,FALSE,22.84
"100m","970",10,0.8,"Churandy Martina","AHO",1984-07-03,"1r3","El Paso",2008-04-12,-106.4850217,31.7618778,TRUE,23.79
"100m","970",10,1.6,"Xavier Carter","USA",1985-12-08,"3q3","Eugene",2008-06-28,-123.0867536,44.0520691,FALSE,22.57
"100m","970",10,1.6,"Dwain Chambers","GBR",1978-04-05,"1","Birmingham",2008-07-12,-86.8103567,33.5185892,FALSE,30.29
"100m","970",10,-0.5,"Michael Frater","JAM",1982-10-06,"3","London",2008-07-25,-0.1277583,51.5073509,FALSE,25.82
"100m","970",10,-1.1,"Walter Dix","USA",1986-01-31,"1r1","Tallahassee",2009-04-11,-84.2807329,30.4382559,FALSE,23.21
"100m","970",10,1.4,"Travis Padgett","USA",1986-12-13,"1","Ad-Dawhah",2009-05-08,51.5310398,25.2854473,FALSE,22.42
"100m","970",10,1.4,"Trindon Holliday","USA",1986-04-27,"1h1","Fayetteville",2009-06-10,-78.8783585,35.0526641,FALSE,23.14
"100m","970",10,-0.9,"Usain Bolt","JAM",1986-08-21,"1","Toronto",2009-06-11,-79.3831843,43.653226,FALSE,22.82
"100m","970",10,0.3,"Trindon Holliday","USA",1986-04-27,"1","Fayetteville",2009-06-12,-78.8783585,35.0526641,FALSE,23.14
"100m","970",10,0.9,"Dwain Chambers","GBR",1978-04-05,"6","Berlin",2009-08-16,13.404954,52.5200066,FALSE,31.39
"100m","970",10,0.9,"Marc Burns","TTO",1983-01-07,"7","Berlin",2009-08-16,13.404954,52.5200066,FALSE,26.62
"100m","970",10,-0.4,"Tyson Gay","USA",1982-08-09,"2","Bruxelles",2009-09-04,4.3517103,50.8503396,FALSE,27.09
"100m","970",10,-0.2,"Darvis Patton","USA",1977-12-04,"3","Thessaloníki",2009-09-12,22.9444191,40.6400629,FALSE,31.79
"100m","970",10,-0.6,"Asafa Powell","JAM",1982-11-23,"2","Daegu",2009-09-25,128.601445,35.8714354,FALSE,26.86
"100m","970",10,1.4,"Rae Edwards","USA",1981-05-07,"1rB","New York City",2010-06-12,-74.0059728,40.7127753,FALSE,29.12
"100m","970",10,-0.1,"Daniel Bailey","ANT",1986-09-09,"1=","Reims",2010-06-30,4.031696,49.258329,FALSE,23.82
"100m","970",10,-0.1,"Yohan Blake","JAM",1989-12-26,"1=","Reims",2010-06-30,4.031696,49.258329,FALSE,20.52
"100m","970",10,-0.3,"Daniel Bailey","ANT",1986-09-09,"4","Saint-Denis",2010-07-16,2.357443,48.936181,FALSE,23.87
"100m","970",10,0.9,"Mike Rodgers","USA",1985-04-24,"6","Rieti",2010-08-29,12.8567281,42.404509,FALSE,25.36
"100m","970",10,0.9,"Jaysuma Saidy Ndure","NOR",1984-01-01,"7","Rieti",2010-08-29,12.8567281,42.404509,FALSE,26.68
"100m","970",10,0.3,"Walter Dix","USA",1986-01-31,"1","Daegu",2011-05-12,128.601445,35.8714354,FALSE,25.29
"100m","970",10,0.6,"Christophe Lemaitre","FRA",1990-06-11,"3rA","Roma",2011-05-26,-95.9036356,36.0766378,FALSE,20.97
"100m","970",10,0.9,"Daniel Bailey","ANT",1986-09-09,"3","Montreuil-sous-Bois",2011-06-07,2.448451,48.863812,FALSE,24.76
"100m","970",10,1.3,"Maurice Mitchell","USA",1989-02-22,"3","Des Moines",2011-06-10,-93.6249593,41.5868353,FALSE,22.31
"100m","970",10,0.4,"Kim Collins","SKN",1976-04-05,"1s2","Guadalajara",2011-10-24,-103.3496092,20.6596988,TRUE,35.58
"100m","970",10,1.8,"Michael Frater","JAM",1982-10-06,"2rA","Kingston",2012-05-05,-117.9269481,33.7085616,FALSE,29.6
"100m","970",10,0.4,"Mike Rodgers","USA",1985-04-24,"4","Ad-Dawhah",2012-05-11,51.5310398,25.2854473,FALSE,27.07
"100m","970",10,-1.5,"Tyson Gay","USA",1982-08-09,"1rB","New York City",2012-06-09,-74.0059728,40.7127753,FALSE,29.85
"100m","970",10,1.6,"Tyson Gay","USA",1982-08-09,"1h4","Eugene",2012-06-23,-123.0867536,44.0520691,FALSE,29.89
"100m","970",10,1.4,"Mike Rodgers","USA",1985-04-24,"1s1","Eugene",2012-06-24,-123.0867536,44.0520691,FALSE,27.19
"100m","970",10,0.8,"Yohan Blake","JAM",1989-12-26,"1h2","Kingston",2012-06-28,-117.9269481,33.7085616,FALSE,22.52
"100m","970",10,1.1,"Kemar Bailey-Cole","JAM",1992-01-10,"5","Kingston",2012-06-29,-117.9269481,33.7085616,FALSE,20.48
"100m","970",10,1.6,"Michael Frater","JAM",1982-10-06,"2rA","Luzern",2012-07-17,8.3093072,47.0501682,FALSE,29.8
"100m","970",10,1.6,"Marc Burns","TTO",1983-01-07,"3rA","Luzern",2012-07-17,8.3093072,47.0501682,FALSE,29.55
"100m","970",10,1.3,"Yohan Blake","JAM",1989-12-26,"1h6","London",2012-08-04,-0.1277583,51.5073509,FALSE,22.62
"100m","970",10,-0.1,"Ryan Bailey","USA",1989-04-13,"3","Lausanne",2012-08-23,6.6322734,46.5196535,FALSE,23.38
"100m","970",10,0.1,"Kemar Bailey-Cole","JAM",1992-01-10,"1rA","Berlin",2012-09-02,13.404954,52.5200066,FALSE,20.66
"100m","970",10,0.5,"Usain Bolt","JAM",1986-08-21,"1h1","Kingston",2013-06-20,-117.9269481,33.7085616,FALSE,26.85
"100m","970",10,0.4,"Christophe Lemaitre","FRA",1990-06-11,"4s2","Moskva",2013-08-11,37.6172999,55.755826,FALSE,23.18
"100m","970",10,0.4,"Zhang Peimeng","CHN",1987-03-13,"5s2","Moskva",2013-08-11,37.6172999,55.755826,FALSE,26.43
"100m","970",10,-0.3,"Mike Rodgers","USA",1985-04-24,"5","Zürich",2013-08-29,8.541694,47.3768866,FALSE,28.37
"100m","970",10,1.7,"Keston Bledman","TTO",1988-03-08,"2rA","Port of Spain",2014-06-21,-61.5142371,10.6495918,FALSE,26.3
"100m","970",10,-0.8,"Mike Rodgers","USA",1985-04-24,"1rA","Saint-Denis",2014-07-05,2.357443,48.936181,FALSE,29.22
"100m","970",10,1.6,"Trentavis Friday","USA",1995-06-05,"1h1","Eugene",2014-07-05,-123.0867536,44.0520691,FALSE,19.1
"100m","970",10,1,"Nesta Carter","JAM",1985-11-10,"3","London",2014-07-20,-0.1277583,51.5073509,FALSE,28.71
"100m","970",10,-0.5,"Kemar Bailey-Cole","JAM",1992-01-10,"1s3","Glasgow",2014-07-28,-4.251806,55.864237,FALSE,22.56
"100m","970",10,0,"Kemar Bailey-Cole","JAM",1992-01-10,"1","Glasgow",2014-07-28,-4.251806,55.864237,FALSE,22.56
"100m","970",10,0,"Justin Gatlin","USA",1982-02-10,"1rA","Amsterdam",2014-08-22,4.9035614,52.3679843,FALSE,32.55
"100m","970",10,0.6,"James Dasaolu","GBR",1987-09-05,"5","Bruxelles",2014-09-05,4.3517103,50.8503396,FALSE,27.02
"100m","970",10,1,"Adam Gemili","GBR",1993-10-06,"2h2","Birmingham",2015-06-07,-86.8103567,33.5185892,FALSE,21.68
"100m","970",10,2,"Nesta Carter","JAM",1985-11-10,"4","Birmingham",2015-06-07,-86.8103567,33.5185892,FALSE,29.59
"100m","970",10,0,"Isiah Young","USA",1990-01-05,"4","Eugene",2015-06-26,-123.0867536,44.0520691,FALSE,25.49
"100m","970",10,0.3,"Akani Simbine","RSA",1993-09-21,"1s2","Gwangju",2015-07-09,126.8526012,35.1595454,FALSE,21.81
"100m","970",10,0.9,"Femi Ogunode","QAT",1991-01-31,"3s2","Beijing",2015-08-23,116.4073963,39.9041999,FALSE,24.58
"100m","970",10,-0.5,"Tyson Gay","USA",1982-08-09,"6","Beijing",2015-08-23,116.4073963,39.9041999,FALSE,33.06
"100m","970",10,-0.5,"Asafa Powell","JAM",1982-11-23,"7","Beijing",2015-08-23,116.4073963,39.9041999,FALSE,32.77
"100m","970",10,-0.5,"Jimmy Vicaut","FRA",1992-02-27,"8","Beijing",2015-08-23,116.4073963,39.9041999,FALSE,23.5
"100m","970",10,-0.1,"Femi Ogunode","QAT",1991-01-31,"1","Rovereto",2015-09-08,11.0401399,45.89096,FALSE,24.62
"100m","970",10,1,"Kemar Bailey-Cole","JAM",1992-01-10,"5rA","Kingston",2016-06-11,-117.9269481,33.7085616,FALSE,24.44
"100m","970",10,1.9,"John Teeters","USA",1993-05-19,"1h5","Eugene",2016-07-02,-123.0867536,44.0520691,FALSE,23.14
"100m","970",10,1.6,"Mike Rodgers","USA",1985-04-24,"4","Eugene",2016-07-03,-123.0867536,44.0520691,FALSE,31.21
"100m","970",10,1.8,"Joel Fearon","GBR",1988-10-11,"1","Manchester",2016-08-17,-2.2426305,53.4807593,FALSE,27.87
"100m","970",10,-0.1,"Akani Simbine","RSA",1993-09-21,"2","Saint-Denis",2016-08-27,2.357443,48.936181,FALSE,22.95
"100m","970",10,2,"Jaylen Bacon","USA",1996-08-05,"1","Arlington",2017-05-14,-97.1080656,32.735687,FALSE,20.79
"100m","970",10,1.3,"Kyree King","USA",1994-07-09,"2h1","Eugene",2017-06-07,-123.0867536,44.0520691,FALSE,22.93
"100m","970",10,0.6,"Akani Simbine","RSA",1993-09-21,"2rB","Kingston",2017-06-10,-117.9269481,33.7085616,FALSE,23.73
"100m","970",10,1.2,"Justin Gatlin","USA",1982-02-10,"1h4","Sacramento",2017-06-22,-121.4943996,38.5815719,FALSE,35.39
"100m","970",10,1.2,"Mike Rodgers","USA",1985-04-24,"2h4","Sacramento",2017-06-22,-121.4943996,38.5815719,FALSE,32.18
